upc,descuento
400010856121,190
400010856046,190
400010855964,190
400011314088,190
400013331861,190
400013331786,190
400013331946,190
400013332028,190
400013331373,190
400012664519,190
400012665011,190
400012664939,190
400012664694,190
400011335786,190
400012664779,190
400011335861,190
400011335601,190
400011336028,190
400012664854,190
400012665196,190
